"ensembl_id_original","ensembl_id_clean","gene_symbol","gene_biotype","description","has_symbol","is_protein_coding"
"ENSG00000250076","ENSG00000250076","MAPRE1P2","processed_pseudogene","MAPRE1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:37761]",TRUE,FALSE
"ENSG00000287542","ENSG00000287542","HERC3","protein_coding","HECT and RLD domain containing E3 ubiquitin protein ligase 3 [Source:HGNC Symbol;Acc:HGNC:4876]",TRUE,TRUE
"ENSG00000170153","ENSG00000170153","RNF150","protein_coding","ring finger protein 150 [Source:HGNC Symbol;Acc:HGNC:23138]",TRUE,TRUE
"ENSG00000287565","ENSG00000287565","","lncRNA","novel transcript, antisense to RP11-526A4.1",FALSE,FALSE
"ENSG00000248510","ENSG00000248510","LINC02267","lncRNA","long intergenic non-protein coding RNA 2267 [Source:HGNC Symbol;Acc:HGNC:53181]",TRUE,FALSE
"ENSG00000279913","ENSG00000279913","","TEC","TEC",FALSE,FALSE
"ENSG00000250919","ENSG00000250919","UGT2B26P","transcribed_unprocessed_pseudogene","UDP glucuronosyltransferase family 2 member B26, pseudogene [Source:HGNC Symbol;Acc:HGNC:12550]",TRUE,FALSE
"ENSG00000248434","ENSG00000248434","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000249764","ENSG00000249764","","processed_pseudogene","translocase of outer mitochondrial membrane 7 homolog (yeast) (TOMM7) pseudogene",FALSE,FALSE
"ENSG00000249000","ENSG00000249000","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000251266","ENSG00000251266","LINC02429","lncRNA","long intergenic non-protein coding RNA 2429 [Source:HGNC Symbol;Acc:HGNC:53360]",TRUE,FALSE
"ENSG00000109445","ENSG00000109445","ZNF330","protein_coding","zinc finger protein 330 [Source:HGNC Symbol;Acc:HGNC:15462]",TRUE,TRUE
"ENSG00000250403","ENSG00000250403","RPL7L1P14","processed_pseudogene","RPL7L1 pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:56796]",TRUE,FALSE
"ENSG00000138641","ENSG00000138641","HERC3","protein_coding","HECT and RLD domain containing E3 ubiquitin protein ligase 3 [Source:HGNC Symbol;Acc:HGNC:4876]",TRUE,TRUE
"ENSG00000272632","ENSG00000272632","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000250341","ENSG00000250341","LINC02510","lncRNA","long intergenic non-protein coding RNA 2510 [Source:HGNC Symbol;Acc:HGNC:53499]",TRUE,FALSE
"ENSG00000059691","ENSG00000059691","GATB","protein_coding","glutamyl-tRNA amidotransferase subunit B [Source:HGNC Symbol;Acc:HGNC:8849]",TRUE,TRUE
"ENSG00000286888","ENSG00000286888","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000251254","ENSG00000251254","GTF2F2P1","processed_pseudogene","general transcription factor IIF subunit 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:4654]",TRUE,FALSE
"ENSG00000250977","ENSG00000250977","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000213448","ENSG00000213448","RPS23P2","processed_pseudogene","ribosomal protein S23 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:36568]",TRUE,FALSE
"ENSG00000248191","ENSG00000248191","PES1P1","processed_pseudogene","pescadillo ribosomal biogenesis factor 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44058]",TRUE,FALSE
"ENSG00000250813","ENSG00000250813","SERF1AP1","processed_pseudogene","small EDRK-rich factor 1A pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44061]",TRUE,FALSE
"ENSG00000248307","ENSG00000248307","LINC00616","lncRNA","long intergenic non-protein coding RNA 616 [Source:HGNC Symbol;Acc:HGNC:44065]",TRUE,FALSE
"ENSG00000250945","ENSG00000250945","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000249960","ENSG00000249960","","processed_pseudogene","embryonic ectoderm development (EED) pseudogene",FALSE,FALSE
"ENSG00000249184","ENSG00000249184",NA,NA,NA,FALSE,FALSE
"ENSG00000248715","ENSG00000248715","","processed_pseudogene","neuroblastoma amplified sequence (NBAS) pseudogene",FALSE,FALSE
"ENSG00000251620","ENSG00000251620","STPG2-AS1","lncRNA","STPG2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41209]",TRUE,FALSE
"ENSG00000253917","ENSG00000253917","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000248735","ENSG00000248735","R3HDM2P1","processed_pseudogene","R3H domain containing 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44056]",TRUE,FALSE
"ENSG00000275647","ENSG00000275647","","processed_pseudogene","zinc finger protein 93 (ZNF93) pseudogene",FALSE,FALSE
"ENSG00000251345","ENSG00000251345","CDRT15P11","processed_pseudogene","CDRT15 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:54918]",TRUE,FALSE
"ENSG00000251056","ENSG00000251056","ANKRD20A17P","transcribed_unprocessed_pseudogene","ankyrin repeat domain 20 family member A17, pseudogene [Source:HGNC Symbol;Acc:HGNC:43608]",TRUE,FALSE
"ENSG00000287117","ENSG00000287117","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000151962","ENSG00000151962","RBM46","protein_coding","RNA binding motif protein 46 [Source:HGNC Symbol;Acc:HGNC:28401]",TRUE,TRUE
"ENSG00000251051","ENSG00000251051","ELL2P2","processed_pseudogene","elongation factor for RNA polymerase II 2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:39344]",TRUE,FALSE
"ENSG00000151623","ENSG00000151623","NR3C2","protein_coding","nuclear receptor subfamily 3 group C member 2 [Source:HGNC Symbol;Acc:HGNC:7979]",TRUE,TRUE
"ENSG00000251388","ENSG00000251388","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000251567","ENSG00000251567","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000287968","ENSG00000287968","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000164124","ENSG00000164124","TMEM144","protein_coding","transmembrane protein 144 [Source:HGNC Symbol;Acc:HGNC:25633]",TRUE,TRUE
"ENSG00000248809","ENSG00000248809","LINC01095","lncRNA","long intergenic non-protein coding RNA 1095 [Source:HGNC Symbol;Acc:HGNC:49220]",TRUE,FALSE
"ENSG00000260244","ENSG00000260244","","lncRNA","novel transcript, overlapping GUCY1A3",FALSE,FALSE
"ENSG00000236764","ENSG00000236764","COX7A2P2","processed_pseudogene","cytochrome c oxidase subunit 7A2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:2290]",TRUE,FALSE
"ENSG00000138764","ENSG00000138764","CCNG2","protein_coding","cyclin G2 [Source:HGNC Symbol;Acc:HGNC:1593]",TRUE,TRUE
"ENSG00000248165","ENSG00000248165","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000249752","ENSG00000249752","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000249247","ENSG00000249247","MTCYBP17","unprocessed_pseudogene","MT-CYB pseudogene 17 [Source:HGNC Symbol;Acc:HGNC:51970]",TRUE,FALSE
"ENSG00000250038","ENSG00000250038","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000286580","ENSG00000286580","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000272727","ENSG00000272727","LINC02266","lncRNA","long intergenic non-protein coding RNA 2266 [Source:HGNC Symbol;Acc:HGNC:53180]",TRUE,FALSE
"ENSG00000250191","ENSG00000250191","","unprocessed_pseudogene","Yip1 domain family, member 3 (YIPF3) pseudogene",FALSE,FALSE
"ENSG00000248869","ENSG00000248869","LINC02511","lncRNA","long intergenic non-protein coding RNA 2511 [Source:HGNC Symbol;Acc:HGNC:53500]",TRUE,FALSE
"ENSG00000164169","ENSG00000164169","PRMT9","protein_coding","protein arginine methyltransferase 9 [Source:HGNC Symbol;Acc:HGNC:25099]",TRUE,TRUE
"ENSG00000251455","ENSG00000251455","","lncRNA","novel transcript, antisense to PET112L",FALSE,FALSE
"ENSG00000251511","ENSG00000251511","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000250723","ENSG00000250723","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000249708","ENSG00000249708",NA,NA,NA,FALSE,FALSE
"ENSG00000250538","ENSG00000250538","NPY2R-AS1","lncRNA","NPY2R antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55549]",TRUE,FALSE
"ENSG00000249847","ENSG00000249847","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000251333","ENSG00000251333","RTN3P1","processed_pseudogene","reticulon 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:19212]",TRUE,FALSE
"ENSG00000249041","ENSG00000249041","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000249200","ENSG00000249200","","processed_pseudogene","kelch domain containing 4 pseudogene",FALSE,FALSE
"ENSG00000177432","ENSG00000177432","NAP1L5","protein_coding","nucleosome assembly protein 1 like 5 [Source:HGNC Symbol;Acc:HGNC:19968]",TRUE,TRUE
"ENSG00000249710","ENSG00000249710","DDIT4L-AS1","lncRNA","DDIT4L antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55562]",TRUE,FALSE
"ENSG00000280352","ENSG00000280352","","TEC","TEC",FALSE,FALSE
"ENSG00000280140","ENSG00000280140","","TEC","TEC",FALSE,FALSE
"ENSG00000234125","ENSG00000234125","EEF1GP8","processed_pseudogene","eukaryotic translation elongation factor 1 gamma pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:44563]",TRUE,FALSE
"ENSG00000250205","ENSG00000250205","YWHAEP4","processed_pseudogene","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:49440]",TRUE,FALSE
"ENSG00000250905","ENSG00000250905","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000228489","ENSG00000228489","RPL21P50","transcribed_processed_pseudogene","ribosomal protein L21 pseudogene 50 [Source:HGNC Symbol;Acc:HGNC:36433]",TRUE,FALSE
"ENSG00000271977","ENSG00000271977","EVA1CP2","transcribed_unprocessed_pseudogene","EVA1C pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:55736]",TRUE,FALSE
"ENSG00000287072","ENSG00000287072","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000151458","ENSG00000151458","ANKRD50","protein_coding","ankyrin repeat domain containing 50 [Source:HGNC Symbol;Acc:HGNC:29223]",TRUE,TRUE
"ENSG00000248988","ENSG00000248988","PSME2P3","processed_pseudogene","proteasome activator subunit 2 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:30156]",TRUE,FALSE
"ENSG00000250503","ENSG00000250503","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000251113","ENSG00000251113","","processed_pseudogene","protein inhibitor of activated STAT, 2 (PIAS2) pseudogene",FALSE,FALSE
"ENSG00000271606","ENSG00000271606","","unprocessed_pseudogene","TBC1 domain family, member 3 (TBC1D3) pseudogene",FALSE,FALSE
"ENSG00000250141","ENSG00000250141","LINC02276","lncRNA","long intergenic non-protein coding RNA 2276 [Source:HGNC Symbol;Acc:HGNC:53192]",TRUE,FALSE
"ENSG00000251283","ENSG00000251283","LINC02272","lncRNA","long intergenic non-protein coding RNA 2272 [Source:HGNC Symbol;Acc:HGNC:53187]",TRUE,FALSE
"ENSG00000251440","ENSG00000251440","STMN1P2","processed_pseudogene","stathmin 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:44063]",TRUE,FALSE
"ENSG00000227118","ENSG00000227118","BTF3P13","processed_pseudogene","basic transcription factor 3 pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:1128]",TRUE,FALSE
"ENSG00000248387","ENSG00000248387","","processed_pseudogene","GC-rich promoter binding protein 1 (GPBP1) pseudogene",FALSE,FALSE
"ENSG00000250326","ENSG00000250326","USP38-DT","lncRNA","USP38 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55554]",TRUE,FALSE
"ENSG00000248113","ENSG00000248113","PTPN11P5","processed_pseudogene","PTPN11 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:56469]",TRUE,FALSE
"ENSG00000077684","ENSG00000077684","JADE1","protein_coding","jade family PHD finger 1 [Source:HGNC Symbol;Acc:HGNC:30027]",TRUE,TRUE
"ENSG00000250027","ENSG00000250027","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000163629","ENSG00000163629","PTPN13","protein_coding","protein tyrosine phosphatase non-receptor type 13 [Source:HGNC Symbol;Acc:HGNC:9646]",TRUE,TRUE
"ENSG00000250082","ENSG00000250082","","processed_pseudogene","DENN/MADD domain containing 3 (DENND3) pseudogene",FALSE,FALSE
"ENSG00000248187","ENSG00000248187","LINC03140","lncRNA","long intergenic non-protein coding RNA 3140 [Source:HGNC Symbol;Acc:HGNC:58127]",TRUE,FALSE
"ENSG00000248420","ENSG00000248420","MTATP6P9","unprocessed_pseudogene","MT-ATP6 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:44583]",TRUE,FALSE
"ENSG00000251256","ENSG00000251256","LINC02358","lncRNA","long intergenic non-protein coding RNA 2358 [Source:HGNC Symbol;Acc:HGNC:53281]",TRUE,FALSE
"ENSG00000278981","ENSG00000278981","","lncRNA","novel transcript, antisense to DCHS2",FALSE,FALSE
"ENSG00000260265","ENSG00000260265","LINC02562","lncRNA","long intergenic non-protein coding RNA 2562 [Source:HGNC Symbol;Acc:HGNC:53602]",TRUE,FALSE
"ENSG00000145451","ENSG00000145451","GLRA3","protein_coding","glycine receptor alpha 3 [Source:HGNC Symbol;Acc:HGNC:4328]",TRUE,TRUE
"ENSG00000248747","ENSG00000248747","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000280711","ENSG00000280711","JADRR","lncRNA","JADE1 adjacent regulatory RNA [Source:HGNC Symbol;Acc:HGNC:48601]",TRUE,FALSE
"ENSG00000251291","ENSG00000251291","LINC02462","lncRNA","long intergenic non-protein coding RNA 2462 [Source:HGNC Symbol;Acc:HGNC:53399]",TRUE,FALSE
"ENSG00000278943","ENSG00000278943","","TEC","tec",FALSE,FALSE
"ENSG00000250777","ENSG00000250777",NA,NA,NA,FALSE,FALSE
"ENSG00000250769","ENSG00000250769","","processed_pseudogene","coiled-coil domain containing 144 family (CCDC144) pseudogene",FALSE,FALSE
"ENSG00000248104","ENSG00000248104","TARS2P1","processed_pseudogene","TARS2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43712]",TRUE,FALSE
"ENSG00000164117","ENSG00000164117","FBXO8","protein_coding","F-box protein 8 [Source:HGNC Symbol;Acc:HGNC:13587]",TRUE,TRUE
"ENSG00000286251","ENSG00000286251","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000241281","ENSG00000241281","RPL31P26","processed_pseudogene","ribosomal protein L31 pseudogene 26 [Source:HGNC Symbol;Acc:HGNC:36063]",TRUE,FALSE
"ENSG00000249675","ENSG00000249675","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000248480","ENSG00000248480","","processed_pseudogene","CTAGE family, member 5 (CTAGE5) pseudogene",FALSE,FALSE
"ENSG00000251676","ENSG00000251676","SNHG27","lncRNA","small nucleolar RNA host gene 27 [Source:HGNC Symbol;Acc:HGNC:53481]",TRUE,FALSE
"ENSG00000248872","ENSG00000248872","LINC02431","lncRNA","long intergenic non-protein coding RNA 2431 [Source:HGNC Symbol;Acc:HGNC:53362]",TRUE,FALSE
"ENSG00000248958","ENSG00000248958","ZSWIM5P3","processed_pseudogene","zinc finger SWIM-type containing 5 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:43770]",TRUE,FALSE
"ENSG00000270669","ENSG00000270669","","processed_pseudogene","ferritin, light polypeptide (FTL) pseudogene",FALSE,FALSE
"ENSG00000154447","ENSG00000154447","SH3RF1","protein_coding","SH3 domain containing ring finger 1 [Source:HGNC Symbol;Acc:HGNC:17650]",TRUE,TRUE
"ENSG00000170390","ENSG00000170390","DCLK2","protein_coding","doublecortin like kinase 2 [Source:HGNC Symbol;Acc:HGNC:19002]",TRUE,TRUE
"ENSG00000251488","ENSG00000251488","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000287441","ENSG00000287441","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000250354","ENSG00000250354","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000251598","ENSG00000251598","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000279703","ENSG00000279703","","TEC","TEC",FALSE,FALSE
"ENSG00000250560","ENSG00000250560","","processed_pseudogene","zinc finger protein 99 (ZNF99) pseudogene",FALSE,FALSE
"ENSG00000287292","ENSG00000287292","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000250665","ENSG00000250665","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000250126","ENSG00000250126","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000286253","ENSG00000286253","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000251249","ENSG00000251249","LINC03074","lncRNA","long intergenic non-protein coding RNA 3074 [Source:HGNC Symbol;Acc:HGNC:56654]",TRUE,FALSE
"ENSG00000248574","ENSG00000248574","ADAM20P2","processed_pseudogene","ADAM metallopeptidase domain 20 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:43901]",TRUE,FALSE
"ENSG00000249542","ENSG00000249542","EEF1A1P21","processed_pseudogene","eukaryotic translation elongation factor 1 alpha 1 pseudogene 21 [Source:HGNC Symbol;Acc:HGNC:37894]",TRUE,FALSE
"ENSG00000251061","ENSG00000251061","LINC02512","lncRNA","long intergenic non-protein coding RNA 2512 [Source:HGNC Symbol;Acc:HGNC:53501]",TRUE,FALSE
"ENSG00000248912","ENSG00000248912","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000286558","ENSG00000286558","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000251123","ENSG00000251123","","processed_pseudogene","chromosome 6 open reading frame 221 (C6orf221) pseudogene",FALSE,FALSE
"ENSG00000234111","ENSG00000234111","LINC02433","lncRNA","long intergenic non-protein coding RNA 2433 [Source:HGNC Symbol;Acc:HGNC:27959]",TRUE,FALSE
"ENSG00000168785","ENSG00000168785","TSPAN5","protein_coding","tetraspanin 5 [Source:HGNC Symbol;Acc:HGNC:17753]",TRUE,TRUE
"ENSG00000249275","ENSG00000249275","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000163644","ENSG00000163644","PPM1K","protein_coding","protein phosphatase, Mg2+/Mn2+ dependent 1K [Source:HGNC Symbol;Acc:HGNC:25415]",TRUE,TRUE
"ENSG00000248921","ENSG00000248921","","processed_pseudogene","ankyrin repeat, SAM and basic leucine zipper domain containing 1 (ASZ1) pseudogene",FALSE,FALSE
"ENSG00000286711","ENSG00000286711","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000249419","ENSG00000249419","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000251504","ENSG00000251504","LINC01099","lncRNA","long intergenic non-protein coding RNA 1099 [Source:HGNC Symbol;Acc:HGNC:49222]",TRUE,FALSE
"ENSG00000052795","ENSG00000052795","FNIP2","protein_coding","folliculin interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:29280]",TRUE,TRUE
"ENSG00000164128","ENSG00000164128","NPY1R","protein_coding","neuropeptide Y receptor Y1 [Source:HGNC Symbol;Acc:HGNC:7956]",TRUE,TRUE
"ENSG00000198498","ENSG00000198498","TMA16","protein_coding","translation machinery associated 16 homolog [Source:HGNC Symbol;Acc:HGNC:25638]",TRUE,TRUE
"ENSG00000249568","ENSG00000249568","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000251174","ENSG00000251174","TSEN2P1","processed_pseudogene","tRNA splicing endonuclease subunit 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43965]",TRUE,FALSE
"ENSG00000163110","ENSG00000163110","PDLIM5","protein_coding","PDZ and LIM domain 5 [Source:HGNC Symbol;Acc:HGNC:17468]",TRUE,TRUE
"ENSG00000286862","ENSG00000286862","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000250865","ENSG00000250865","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000250131","ENSG00000250131","AGA-DT","lncRNA","AGA divergent transcript [Source:HGNC Symbol;Acc:HGNC:27730]",TRUE,FALSE
"ENSG00000248266","ENSG00000248266","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000249770","ENSG00000249770","MTND6P17","unprocessed_pseudogene","MT-ND6 pseudogene 17 [Source:HGNC Symbol;Acc:HGNC:39480]",TRUE,FALSE
"ENSG00000121207","ENSG00000121207","LRAT","protein_coding","lecithin retinol acyltransferase [Source:HGNC Symbol;Acc:HGNC:6685]",TRUE,TRUE
"ENSG00000164118","ENSG00000164118","CEP44","protein_coding","centrosomal protein 44 [Source:HGNC Symbol;Acc:HGNC:29356]",TRUE,TRUE
"ENSG00000168556","ENSG00000168556","ING2","protein_coding","inhibitor of growth family member 2 [Source:HGNC Symbol;Acc:HGNC:6063]",TRUE,TRUE
"ENSG00000168843","ENSG00000168843","FSTL5","protein_coding","follistatin like 5 [Source:HGNC Symbol;Acc:HGNC:21386]",TRUE,TRUE
"ENSG00000249479","ENSG00000249479","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000249883","ENSG00000249883","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000250192","ENSG00000250192","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000249381","ENSG00000249381",NA,NA,NA,FALSE,FALSE
"ENSG00000287948","ENSG00000287948","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000071205","ENSG00000071205","ARHGAP10","protein_coding","Rho GTPase activating protein 10 [Source:HGNC Symbol;Acc:HGNC:26099]",TRUE,TRUE
"ENSG00000250398","ENSG00000250398","","processed_pseudogene","tumor necrosis factor receptor superfamily, member 13B (TNFRSF13B) pseudogene",FALSE,FALSE
"ENSG00000249924","ENSG00000249924","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000280005","ENSG00000280005","","lncRNA","novel transcript, antisense to DCHS2",FALSE,FALSE
"ENSG00000249500","ENSG00000249500","LINC01179","lncRNA","long intergenic non-protein coding RNA 1179 [Source:HGNC Symbol;Acc:HGNC:49556]",TRUE,FALSE
"ENSG00000249411","ENSG00000249411","","processed_pseudogene","ADAM metallopeptidase domain 29 (ADAM29) pseudogene",FALSE,FALSE
"ENSG00000250034","ENSG00000250034","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000287424","ENSG00000287424","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000278974","ENSG00000278974","","TEC","tec",FALSE,FALSE
"ENSG00000248755","ENSG00000248755","","processed_pseudogene","unconventional SNARE in the ER 1 homolog (S. cerevisiae) (USE1) pseudogene",FALSE,FALSE
"ENSG00000248907","ENSG00000248907","MTND2P33","unprocessed_pseudogene","MT-ND2 pseudogene 33 [Source:HGNC Symbol;Acc:HGNC:42134]",TRUE,FALSE
"ENSG00000249692","ENSG00000249692","","processed_pseudogene","pseudogene similar to part of ribosomal protein L19 (RPL19)",FALSE,FALSE
"ENSG00000249367","ENSG00000249367","FABP5P12","processed_pseudogene","fatty acid binding protein 5 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:31067]",TRUE,FALSE
"ENSG00000164303","ENSG00000164303","ENPP6","protein_coding","ectonucleotide pyrophosphatase/phosphodiesterase 6 [Source:HGNC Symbol;Acc:HGNC:23409]",TRUE,TRUE
"ENSG00000249951","ENSG00000249951","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000248388","ENSG00000248388","HAFML","lncRNA","HuR (ELAVL1) associated fibroblast migratory lncRNA [Source:HGNC Symbol;Acc:HGNC:56694]",TRUE,FALSE
"ENSG00000182552","ENSG00000182552","RWDD4","protein_coding","RWD domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23750]",TRUE,TRUE
"ENSG00000249513","ENSG00000249513","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000251195","ENSG00000251195","","processed_pseudogene","chromosome 4 open reading frame 33 (C4orf33) pseudogene",FALSE,FALSE
"ENSG00000249004","ENSG00000249004","PRMT5P1","processed_pseudogene","protein arginine methyltransferase 5 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:32524]",TRUE,FALSE
"ENSG00000280241","ENSG00000280241","","lncRNA","novel transcript, antisense to DCHS2",FALSE,FALSE
"ENSG00000287144","ENSG00000287144","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000251433","ENSG00000251433","CCNHP1","processed_pseudogene","cyclin H pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:50854]",TRUE,FALSE
"ENSG00000242318","ENSG00000242318","RPL21P48","processed_pseudogene","ribosomal protein L21 pseudogene 48 [Source:HGNC Symbol;Acc:HGNC:35891]",TRUE,FALSE
"ENSG00000164168","ENSG00000164168","TMEM184C","protein_coding","transmembrane protein 184C [Source:HGNC Symbol;Acc:HGNC:25587]",TRUE,TRUE
"ENSG00000250626","ENSG00000250626","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000250726","ENSG00000250726","","processed_pseudogene","low density lipoprotein receptor-related protein 8, apolipoprotein e receptor (LRP8) pseudogene",FALSE,FALSE
"ENSG00000250839","ENSG00000250839","","unprocessed_pseudogene","mitochondrially encoded cytochrome c oxidase II (MT-CO2) pseudogene",FALSE,FALSE
"ENSG00000249386","ENSG00000249386","MTCO2P9","unprocessed_pseudogene","MT-CO2 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:52025]",TRUE,FALSE
"ENSG00000287730","ENSG00000287730","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000164136","ENSG00000164136","IL15","protein_coding","interleukin 15 [Source:HGNC Symbol;Acc:HGNC:5977]",TRUE,TRUE
"ENSG00000248376","ENSG00000248376","FBLP1","processed_pseudogene","FBL pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:56806]",TRUE,FALSE
"ENSG00000249955","ENSG00000249955","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000248305","ENSG00000248305","","processed_pseudogene","armadillo repeat containing 1 (ARMC1) pseudogene",FALSE,FALSE
"ENSG00000248330","ENSG00000248330","LINC00613","lncRNA","long intergenic non-protein coding RNA 613 [Source:HGNC Symbol;Acc:HGNC:44060]",TRUE,FALSE
"ENSG00000286494","ENSG00000286494",NA,NA,NA,FALSE,FALSE
"ENSG00000248770","ENSG00000248770","","unprocessed_pseudogene","mitochondrially encoded cytochrome c oxidase I (MT-COI) pseudogene",FALSE,FALSE
"ENSG00000249627","ENSG00000249627","","processed_pseudogene","ATP-binding cassette, sub-family B (MDR/TAP), member 4 (ABCB4) pseudogene",FALSE,FALSE
"ENSG00000273180","ENSG00000273180","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000287083","ENSG00000287083","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000213331","ENSG00000213331","","processed_pseudogene","peroxiredoxin 6 (PRDX6) pseudogene",FALSE,FALSE
"ENSG00000251418","ENSG00000251418","ASS1P8","processed_pseudogene","argininosuccinate synthetase 1 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:771]",TRUE,FALSE
"ENSG00000272784","ENSG00000272784","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000250725","ENSG00000250725","","processed_pseudogene","tripartite motif-containing 38 (TRIM38) pseudogene",FALSE,FALSE
"ENSG00000272744","ENSG00000272744","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000249901","ENSG00000249901","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000248206","ENSG00000248206","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000227765","ENSG00000227765","MYL12BP2","processed_pseudogene","MYL12B pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:51650]",TRUE,FALSE
