"ensembl_id_original","ensembl_id_clean","gene_symbol","gene_biotype","description","has_symbol","is_protein_coding"
"ENSG00000278473","ENSG00000278473","IGHV3-41","IG_V_pseudogene","immunoglobulin heavy variable 3-41 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5602]",TRUE,FALSE
"ENSG00000228966","ENSG00000228966","HOMER2P1","processed_pseudogene","HOMER2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:20336]",TRUE,FALSE
"ENSG00000254228","ENSG00000254228","IGHV3-42","IG_V_pseudogene","immunoglobulin heavy variable 3-42 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5603]",TRUE,FALSE
"ENSG00000232216","ENSG00000232216","IGHV3-43","IG_V_gene","immunoglobulin heavy variable 3-43 [Source:HGNC Symbol;Acc:HGNC:5604]",TRUE,FALSE
"ENSG00000283195","ENSG00000283195","IGHVII-43-1","IG_V_pseudogene","immunoglobulin heavy variable (II)-43-1 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5680]",TRUE,FALSE
"ENSG00000283562","ENSG00000283562","IGHVIII-44","IG_V_pseudogene","immunoglobulin heavy variable (III)-44 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5700]",TRUE,FALSE
"ENSG00000283464","ENSG00000283464","","IG_V_pseudogene","novel pseudogene identical to IGHVII-44-2D",FALSE,FALSE
"ENSG00000270816","ENSG00000270816","LINC00221","lncRNA","long intergenic non-protein coding RNA 221 [Source:HGNC Symbol;Acc:HGNC:20169]",TRUE,FALSE
"ENSG00000253465","ENSG00000253465","IGHVIV-44-1","IG_V_pseudogene","immunoglobulin heavy variable (IV)-44-1 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5710]",TRUE,FALSE
"ENSG00000253895","ENSG00000253895","IGHVII-44-2","IG_V_pseudogene","immunoglobulin heavy variable (II)-44-2 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5681]",TRUE,FALSE
"ENSG00000211961","ENSG00000211961","IGHV1-45","IG_V_gene","immunoglobulin heavy variable 1-45 [Source:HGNC Symbol;Acc:HGNC:5553]",TRUE,FALSE
"ENSG00000211962","ENSG00000211962","IGHV1-46","IG_V_gene","immunoglobulin heavy variable 1-46 [Source:HGNC Symbol;Acc:HGNC:5554]",TRUE,FALSE
"ENSG00000253808","ENSG00000253808","IGHVII-46-1","IG_V_pseudogene","immunoglobulin heavy variable (II)-46-1 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5682]",TRUE,FALSE
"ENSG00000229092","ENSG00000229092","IGHV3-47","IG_V_pseudogene","immunoglobulin heavy variable 3-47 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5605]",TRUE,FALSE
"ENSG00000253862","ENSG00000253862","IGHVIII-47-1","IG_V_pseudogene","immunoglobulin heavy variable (III)-47-1 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5701]",TRUE,FALSE
"ENSG00000211964","ENSG00000211964","IGHV3-48","IG_V_gene","immunoglobulin heavy variable 3-48 [Source:HGNC Symbol;Acc:HGNC:5606]",TRUE,FALSE
"ENSG00000211965","ENSG00000211965","IGHV3-49","IG_V_gene","immunoglobulin heavy variable 3-49 [Source:HGNC Symbol;Acc:HGNC:5607]",TRUE,FALSE
"ENSG00000253386","ENSG00000253386","IGHVII-49-1","IG_V_pseudogene","immunoglobulin heavy variable (II)-49-1 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5683]",TRUE,FALSE
"ENSG00000253241","ENSG00000253241","IGHV3-50","IG_V_pseudogene","immunoglobulin heavy variable 3-50 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5608]",TRUE,FALSE
"ENSG00000211966","ENSG00000211966","IGHV5-51","IG_V_gene","immunoglobulin heavy variable 5-51 [Source:HGNC Symbol;Acc:HGNC:5659]",TRUE,FALSE
"ENSG00000253941","ENSG00000253941","IGHVII-51-2","IG_V_pseudogene","immunoglobulin heavy variable (II)-51-2 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5684]",TRUE,FALSE
"ENSG00000253545","ENSG00000253545","IGHV3-52","IG_V_pseudogene","immunoglobulin heavy variable 3-52 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5609]",TRUE,FALSE
"ENSG00000211967","ENSG00000211967","IGHV3-53","IG_V_gene","immunoglobulin heavy variable 3-53 [Source:HGNC Symbol;Acc:HGNC:5610]",TRUE,FALSE
"ENSG00000253714","ENSG00000253714","IGHVII-53-1","IG_V_pseudogene","immunoglobulin heavy variable (II)-53-1 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5685]",TRUE,FALSE
"ENSG00000275475","ENSG00000275475","IGHV3-54","IG_V_pseudogene","immunoglobulin heavy variable 3-54 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5611]",TRUE,FALSE
"ENSG00000254395","ENSG00000254395","IGHV4-55","IG_V_pseudogene","immunoglobulin heavy variable 4-55 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5653]",TRUE,FALSE
"ENSG00000253131","ENSG00000253131","IGHV7-56","IG_V_pseudogene","immunoglobulin heavy variable 7-56 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5667]",TRUE,FALSE
"ENSG00000253759","ENSG00000253759","IGHV3-57","IG_V_pseudogene","immunoglobulin heavy variable 3-57 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5612]",TRUE,FALSE
"ENSG00000211968","ENSG00000211968","IGHV1-58","IG_V_gene","immunoglobulin heavy variable 1-58 [Source:HGNC Symbol;Acc:HGNC:5555]",TRUE,FALSE
"ENSG00000224373","ENSG00000224373","IGHV4-59","IG_V_gene","immunoglobulin heavy variable 4-59 [Source:HGNC Symbol;Acc:HGNC:5654]",TRUE,FALSE
"ENSG00000253742","ENSG00000253742","IGHV3-60","IG_V_pseudogene","immunoglobulin heavy variable 3-60 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5614]",TRUE,FALSE
"ENSG00000254167","ENSG00000254167","IGHV8-51-1","IG_V_gene","immunoglobulin heavy variable IGHV8-51-1 (non-functional) [Source:HGNC Symbol;Acc:HGNC:5704]",TRUE,FALSE
"ENSG00000119638","ENSG00000119638","NEK9","protein_coding","NIMA related kinase 9 [Source:HGNC Symbol;Acc:HGNC:18591]",TRUE,TRUE
"ENSG00000279140","ENSG00000279140","","lncRNA","novel transcript",FALSE,FALSE
"ENSG00000258701","ENSG00000258701","VESTAR","lncRNA","VEGFC mRNA stability associated lncRNA [Source:HGNC Symbol;Acc:HGNC:28325]",TRUE,FALSE
